,Nation_Ranking,League_Ranking,Age,MP,TotGoals,Shots,G/Sh,CompPass,CompPass%,ShoPass,LongPass,LongPass%,Assists,Pas3rd,SCA,GCA,TklWon,TklInt,Blocks,Clearence,Carries,CPA,Recov,AerWon%,MV
966,5,4,26,14,5,3.97,0.22,17.1,74.4,8.79,1.03,85.7,0.0,1.03,2.24,0.17,1.38,2.07,1.03,0.34,19.1,0.34,2.76,38.5,5.0
967,2,2,29,19,1,1.29,0.05,19.5,80.2,13.2,0.29,55.6,0.0,0.41,1.35,0.0,0.35,0.82,0.99,0.76,18.3,0.58,3.68,22.0,5.0
968,4,4,27,12,1,2.57,0.11,25.7,70.3,14.9,1.43,50.0,0.0,2.29,4.0,0.0,0.57,1.43,2.0,0.0,32.9,0.86,4.0,63.6,5.0
969,5,3,31,17,1,0.46,0.2,55.7,80.3,25.9,3.58,54.2,0.09,3.21,1.65,0.09,1.38,3.39,1.56,1.47,40.9,0.09,4.68,58.6,5.0
970,3,3,31,11,0,1.09,0.0,21.6,74.8,9.27,1.82,71.4,0.0,2.73,3.82,0.18,1.45,2.73,1.27,1.64,19.8,0.36,3.45,53.3,5.0
971,5,2,25,13,1,2.73,0.11,32.1,78.5,14.8,1.82,54.5,0.0,4.85,1.21,0.0,0.0,2.12,0.91,0.61,29.1,0.3,5.76,57.1,5.0
972,5,2,29,17,1,0.77,0.08,36.2,79.8,22.1,2.0,51.7,0.06,1.81,1.42,0.06,0.84,2.13,1.42,1.61,25.5,0.06,3.23,63.2,5.0
973,5,1,26,19,1,1.55,0.07,33.8,80.8,16.1,5.15,62.5,0.0,2.68,3.09,0.0,1.24,2.16,0.52,0.41,38.2,0.93,4.95,10.5,5.0
974,5,3,32,15,1,3.75,0.17,38.1,69.3,20.6,1.88,30.0,0.0,4.38,3.13,0.0,1.25,4.38,1.25,0.0,32.5,1.25,8.13,33.3,5.0
975,2,2,24,18,0,0.06,0.0,29.6,74.4,8.16,4.68,64.9,0.0,1.96,0.82,0.0,1.27,3.92,1.01,2.78,21.6,0.0,8.04,65.8,5.0
976,5,3,32,19,0,0.6,0.0,37.4,84.2,15.8,2.66,68.1,0.05,2.88,1.25,0.27,1.03,3.75,1.47,1.3,26.4,0.05,6.96,57.6,5.0
977,5,3,29,20,7,1.73,0.25,14.9,58.6,9.88,0.37,60.0,0.06,1.11,1.98,0.19,0.31,0.74,0.8,1.05,15.1,0.19,3.33,56.4,5.0
978,2,2,22,20,1,0.97,0.07,22.1,59.8,11.5,1.1,27.0,0.06,1.94,2.32,0.06,0.97,2.19,1.35,2.65,21.9,0.65,5.23,51.6,5.0
979,2,1,21,8,0,0.91,0.0,12.3,61.4,7.27,0.45,25.0,0.0,1.36,3.18,0.0,1.82,2.73,0.0,2.27,27.3,0.0,5.45,25.0,5.0
980,2,2,24,9,0,0.86,0.0,28.6,78.3,10.7,4.14,58.5,0.0,3.1,1.9,0.17,0.86,2.41,1.21,1.55,22.6,0.17,8.28,38.5,5.0
981,2,2,26,6,0,1.2,0.0,30.0,79.8,16.0,1.6,57.1,0.0,0.4,2.8,0.4,0.4,0.8,0.8,0.8,25.2,0.8,4.4,25.0,5.0
982,5,3,26,15,0,0.21,0.0,48.5,82.0,11.6,5.97,56.6,0.0,2.08,0.49,0.0,0.97,3.75,0.9,5.76,39.3,0.0,7.85,59.2,5.0
983,5,5,27,16,0,0.48,0.0,29.8,73.5,17.4,1.67,43.8,0.0,2.86,1.19,0.0,1.67,5.24,2.14,0.24,22.1,0.24,8.1,37.5,5.0
984,5,2,25,16,0,0.32,0.0,57.5,89.5,16.3,7.62,70.6,0.0,4.21,1.03,0.08,0.87,3.02,1.83,2.06,46.3,0.0,7.22,72.7,5.0
985,4,3,27,14,6,2.71,0.16,14.6,62.2,9.0,0.57,57.1,0.0,0.71,1.43,0.29,0.14,0.57,0.71,0.71,22.9,0.71,2.86,37.0,5.0
986,3,3,30,20,6,1.45,0.33,29.3,73.8,15.9,1.94,52.2,0.08,2.74,2.66,0.48,0.81,2.66,1.69,0.73,27.9,0.32,6.05,50.0,5.0
987,5,3,24,12,1,0.2,0.5,36.2,80.6,12.4,3.74,44.6,0.0,3.43,0.91,0.0,1.31,3.13,0.81,3.33,30.4,0.0,5.05,44.8,5.0
988,5,5,24,22,2,0.51,0.25,31.8,78.9,16.2,3.48,62.5,0.06,2.85,2.09,0.19,1.33,3.8,1.14,1.33,25.8,0.06,7.03,56.8,5.0
989,2,5,31,7,0,0.18,0.0,34.4,81.3,9.47,3.16,58.1,0.0,1.58,0.18,0.0,0.35,1.93,1.4,4.39,26.1,0.0,2.81,65.4,5.0
990,1,3,25,15,1,1.06,0.11,16.1,54.2,7.41,2.59,41.5,0.12,2.35,2.24,0.12,0.94,1.65,1.06,1.29,19.4,0.12,2.82,45.2,5.0
991,5,2,31,7,1,0.6,0.25,60.3,90.0,21.9,4.63,72.1,0.0,3.13,1.19,0.15,0.75,2.24,2.09,3.28,47.9,0.0,5.37,82.6,5.0
992,5,5,23,10,0,0.0,0.0,40.0,72.9,16.1,4.52,41.8,0.0,3.06,1.29,0.0,1.45,3.06,1.45,3.71,28.4,0.0,6.45,62.5,5.0
993,5,1,29,16,0,0.57,0.0,30.1,83.6,10.3,4.28,71.6,0.06,1.32,0.69,0.06,1.07,2.89,1.45,4.09,28.0,0.0,4.47,67.7,5.0
994,5,3,31,20,2,0.76,0.15,39.3,77.7,20.3,2.56,49.4,0.12,2.03,1.4,0.17,1.1,2.44,0.93,2.03,31.5,0.0,5.7,45.9,5.0
995,3,3,30,18,5,2.07,0.1,26.4,59.0,10.3,4.48,38.2,0.34,3.03,4.0,0.62,0.41,2.07,1.1,1.24,30.3,0.41,5.31,31.8,5.0
996,1,2,21,16,1,1.45,0.1,16.5,64.4,9.57,0.87,54.5,0.14,0.87,3.91,0.14,0.87,2.46,1.16,0.29,24.9,1.45,3.48,30.4,5.0
997,1,3,32,16,0,0.49,0.0,58.6,90.6,26.5,4.81,86.7,0.12,5.19,2.59,0.49,1.23,3.21,1.73,0.25,48.3,0.0,7.28,21.4,5.0
998,5,2,24,9,1,3.2,0.13,17.6,72.1,10.4,0.4,33.3,0.0,0.4,2.0,0.0,0.8,2.0,0.0,0.0,30.8,1.6,2.4,18.2,5.0
999,5,3,26,17,0,0.19,0.0,45.9,86.2,19.0,3.79,72.2,0.0,3.59,1.55,0.1,1.84,4.85,1.65,2.23,28.1,0.0,8.45,48.8,5.0
1000,5,4,20,6,0,5.0,0.0,11.0,61.1,5.0,2.0,66.7,0.0,2.0,2.0,0.0,0.0,1.0,2.0,0.0,22.0,1.0,5.0,50.0,5.0
1001,5,2,20,7,0,1.05,0.0,37.6,74.5,17.1,5.26,55.6,0.53,1.58,3.95,0.53,1.58,3.95,1.58,1.58,33.4,0.26,4.74,20.0,5.0
1002,5,3,25,18,0,0.34,0.0,37.4,73.2,15.0,4.06,50.7,0.06,3.77,1.89,0.17,1.43,3.94,1.26,2.74,29.3,0.23,6.4,57.6,5.0
1003,1,1,27,22,2,1.71,0.07,22.9,70.0,11.7,1.9,39.0,0.19,2.15,2.97,0.25,1.01,3.35,1.01,0.32,29.5,0.25,5.76,50.0,5.0
1004,5,3,23,13,1,0.33,0.25,47.4,85.9,11.6,4.51,55.6,0.0,2.95,0.66,0.0,1.31,2.62,1.31,3.93,41.0,0.0,5.0,53.7,5.0
1005,5,3,30,19,2,0.26,0.2,42.6,80.0,11.5,6.84,56.8,0.0,2.63,0.58,0.05,0.95,2.32,1.05,4.58,34.5,0.05,7.05,53.1,5.0
1006,3,2,25,19,2,2.2,0.06,24.2,71.2,14.2,1.67,58.1,0.13,1.53,4.13,0.27,0.8,1.87,0.87,0.2,29.5,1.27,4.87,53.0,5.0
1007,2,2,26,10,0,1.16,0.0,31.2,80.2,17.4,2.09,60.0,0.0,0.7,1.63,0.0,0.7,1.86,2.33,1.16,25.3,0.23,3.95,18.2,5.0
1008,5,3,21,20,1,0.93,0.06,20.9,72.7,10.7,1.15,51.2,0.0,1.81,1.59,0.16,2.64,5.88,1.65,0.82,17.1,0.11,8.02,45.7,5.0
1009,5,1,17,7,0,0.43,0.0,40.6,82.7,21.7,1.49,53.8,0.0,0.64,1.06,0.0,1.91,3.4,1.49,2.13,39.4,0.64,5.32,18.8,5.0
1010,2,3,26,12,2,1.77,0.18,22.4,76.4,15.6,0.65,50.0,0.0,0.48,1.61,0.16,0.65,1.29,0.65,0.97,23.7,0.16,4.03,50.0,5.0
1011,2,2,27,12,1,1.53,0.08,35.3,76.7,17.4,5.18,54.3,0.12,2.71,3.06,0.35,0.94,3.76,0.82,1.41,36.7,0.59,4.35,35.0,5.0
1012,3,4,24,11,0,0.77,0.0,33.8,84.1,20.3,1.79,58.3,0.51,3.59,2.05,0.77,1.54,3.08,1.28,0.26,35.1,0.0,7.18,0.0,5.0
1013,5,2,25,14,1,2.86,0.04,14.6,62.2,9.59,0.1,20.0,0.1,1.33,2.55,0.1,1.02,2.35,0.41,0.82,19.7,0.61,2.76,52.9,5.0
1014,2,3,25,11,0,1.96,0.0,17.1,74.4,9.61,0.78,40.0,0.0,1.37,2.16,0.0,0.98,2.35,1.76,0.59,17.8,0.2,4.51,35.3,5.0
1015,5,2,30,17,1,3.15,0.03,8.79,59.6,4.27,0.4,50.0,0.16,0.65,2.18,0.24,0.24,0.97,0.89,0.73,15.3,0.89,4.03,21.7,5.0
1016,5,4,20,9,1,1.07,0.33,26.8,77.3,16.1,2.5,63.6,0.0,5.0,2.5,0.0,0.0,0.71,2.14,0.36,28.9,0.0,4.64,0.0,5.0
1017,3,2,26,15,0,0.59,0.0,44.4,75.4,22.3,4.07,48.5,0.17,3.14,3.56,0.25,0.42,1.02,0.93,1.53,32.3,0.68,6.19,50.0,5.0
1018,5,1,20,16,2,0.85,0.22,27.8,79.7,17.5,0.75,42.1,0.09,1.79,1.13,0.28,1.23,3.02,1.42,1.42,31.6,1.23,4.53,50.0,5.0
1019,5,3,24,9,0,0.27,0.0,33.6,75.9,14.2,3.65,54.0,0.0,2.16,0.68,0.14,0.95,3.65,0.95,3.51,27.4,0.14,4.73,58.1,5.0
1020,5,4,31,18,3,1.52,0.12,38.5,79.5,8.61,7.33,56.3,0.0,3.88,0.61,0.06,0.61,1.7,0.91,4.36,33.6,0.0,4.42,64.8,5.0
1021,5,4,29,16,0,0.7,0.0,44.1,77.5,21.7,2.89,51.4,0.08,3.91,1.88,0.23,1.02,2.5,0.94,2.19,36.8,0.47,8.28,66.7,5.0
1022,5,3,28,12,0,1.03,0.0,39.1,74.1,18.7,5.15,49.3,0.29,3.24,2.65,0.44,1.91,3.82,1.32,2.5,29.1,0.15,6.47,42.9,5.0
1023,5,1,20,17,1,1.13,0.07,56.4,88.5,23.5,4.29,83.8,0.08,5.86,1.65,0.15,1.65,4.29,1.65,0.83,59.7,0.08,8.65,48.3,5.0
1024,3,2,24,19,0,0.99,0.0,23.2,66.4,13.5,1.79,46.6,0.07,1.59,1.59,0.13,1.85,3.51,1.52,0.86,27.4,0.33,5.83,63.8,5.0
1025,1,2,28,21,1,0.8,0.09,37.2,85.2,17.8,2.68,75.5,0.0,3.62,1.96,0.0,1.09,2.97,1.16,1.3,27.1,0.22,5.87,48.3,5.0
1026,3,3,25,13,3,2.12,0.17,23.1,73.1,12.2,2.47,63.6,0.0,2.0,3.53,0.47,1.06,2.35,1.06,0.12,23.5,0.59,5.88,20.0,5.0
1027,5,1,27,18,4,2.68,0.11,23.0,69.3,10.9,3.04,51.9,0.36,2.46,4.35,0.51,0.29,0.8,0.51,0.22,31.6,0.36,5.0,47.1,5.0
1028,5,4,27,19,1,1.82,0.06,52.7,80.1,21.7,8.98,66.4,0.23,6.93,3.07,0.34,1.36,3.52,0.8,0.45,47.4,0.23,7.27,27.3,5.0
1029,3,1,24,22,0,0.38,0.0,41.7,82.8,25.4,1.54,54.9,0.05,2.69,1.7,0.11,1.32,3.41,1.65,1.92,39.9,0.27,4.4,55.2,5.0
1030,5,1,24,6,0,1.56,0.0,41.9,87.0,18.8,5.31,77.3,0.0,5.94,1.56,0.0,1.56,4.06,0.63,0.63,45.9,0.31,7.19,12.5,5.0
1031,5,4,35,19,1,2.58,0.06,13.2,64.0,8.33,0.76,83.3,0.0,0.45,2.27,0.3,0.3,0.76,1.36,0.3,16.7,1.67,2.42,42.9,5.0
1032,5,2,33,6,1,0.68,0.33,48.9,80.5,18.0,4.77,61.8,0.0,2.27,0.91,0.23,0.68,5.91,0.68,2.95,35.2,0.23,8.86,59.1,5.0
1033,2,2,29,16,1,1.62,0.06,38.8,69.6,18.6,3.13,36.5,0.0,3.54,2.32,0.1,0.51,2.53,0.61,2.73,35.1,0.0,4.75,51.9,5.0
1034,5,2,24,10,0,0.55,0.0,37.4,76.3,16.6,3.84,56.0,0.0,4.11,1.92,0.14,0.82,3.01,2.33,0.55,30.5,0.0,8.08,40.0,5.0
1035,5,3,24,16,1,1.36,0.07,23.4,68.7,11.9,2.23,51.1,0.0,2.14,2.43,0.1,0.87,2.04,1.26,0.78,21.5,0.68,5.44,35.7,5.0
1036,5,3,23,18,2,1.89,0.09,17.3,68.1,9.59,1.15,43.8,0.41,1.48,3.03,0.49,0.66,1.23,0.49,0.49,22.1,1.56,4.26,8.3,5.0
1037,5,2,24,16,0,0.79,0.0,29.7,83.5,18.8,1.01,69.2,0.11,2.13,1.46,0.11,1.46,2.81,0.9,0.34,29.0,0.0,4.38,83.3,5.0
1038,5,2,21,9,1,1.94,0.14,21.1,72.4,11.7,1.11,40.0,0.0,1.67,2.78,0.0,0.56,2.22,1.11,1.67,22.2,0.56,4.44,33.3,5.0
1039,5,2,24,7,0,2.12,0.0,28.8,81.9,16.7,2.12,58.3,0.0,2.42,2.12,0.0,0.3,1.21,1.52,0.91,28.2,0.3,6.06,42.9,5.0
1040,5,4,31,15,0,0.9,0.0,42.0,77.0,21.0,2.61,48.6,0.0,2.76,2.01,0.22,0.97,2.76,1.04,2.61,32.2,0.07,4.4,62.8,5.0
1041,5,1,24,20,1,1.14,0.07,24.2,68.5,14.1,2.35,40.3,0.3,1.44,2.2,0.38,1.59,3.41,1.67,1.44,28.0,0.45,4.24,50.0,5.0
1042,5,2,30,19,1,0.29,0.2,41.4,85.0,12.1,6.18,66.9,0.0,2.47,0.71,0.12,0.76,2.0,1.0,3.65,30.9,0.0,3.82,66.7,5.0
1043,5,2,29,14,1,0.4,0.2,44.7,86.3,13.1,5.87,68.5,0.0,3.1,0.32,0.0,0.71,2.54,0.32,3.57,31.7,0.0,5.0,68.8,5.0
1044,5,3,20,16,0,1.05,0.0,31.5,78.6,13.7,1.93,52.4,0.0,1.84,1.23,0.0,1.75,4.21,1.14,2.11,25.5,0.0,7.02,55.8,5.0
1045,5,4,32,12,0,0.82,0.0,16.2,73.8,9.86,0.96,53.8,0.14,0.96,1.78,0.14,0.27,0.82,0.55,0.96,18.5,0.82,3.7,33.3,5.0
1046,5,3,25,17,3,0.82,0.23,38.7,75.8,20.0,3.48,41.4,0.13,3.8,2.91,0.19,1.39,2.78,0.89,1.33,28.5,0.06,4.43,12.5,5.0
1047,5,1,32,9,0,0.48,0.0,77.6,87.2,40.0,10.5,81.5,0.0,8.1,1.43,0.0,2.86,5.71,0.95,1.43,79.5,0.0,7.62,70.0,5.0
1048,5,1,27,10,0,3.24,0.0,32.2,78.3,19.5,0.81,37.5,0.0,2.16,4.05,0.27,2.16,4.86,1.08,0.54,44.6,1.35,6.76,22.2,5.0
1049,5,4,30,18,0,0.29,0.0,36.2,83.6,15.6,4.24,65.8,0.0,4.01,1.28,0.0,0.81,2.79,1.57,1.74,28.0,0.0,5.58,66.7,5.0
1050,4,1,20,11,0,0.17,0.0,29.8,82.9,12.3,3.33,76.9,0.0,2.83,0.5,0.0,0.33,1.67,1.17,1.17,29.8,0.0,4.5,23.1,5.0
1051,5,1,20,6,0,0.4,0.0,43.2,85.0,13.6,3.2,50.0,0.0,1.2,0.0,0.0,0.0,0.8,1.2,2.8,45.6,0.0,3.6,33.3,5.0
1052,5,1,24,16,0,0.34,0.0,44.4,84.3,15.9,7.23,79.9,0.0,4.86,2.09,0.14,2.03,4.86,1.28,2.09,46.1,0.0,8.85,48.6,5.0
1053,5,1,24,12,2,2.05,0.11,15.0,74.2,8.18,1.02,75.0,0.11,0.45,1.82,0.23,1.25,1.93,1.48,0.91,25.1,0.8,4.2,26.7,5.0
1054,5,2,27,15,2,0.83,0.18,32.7,74.6,16.5,2.93,49.4,0.15,2.03,3.68,0.53,0.68,1.95,0.38,1.58,28.9,0.6,6.17,58.3,5.0
1055,5,1,20,6,0,2.86,0.0,31.4,81.5,17.1,0.0,0.0,0.0,2.86,1.43,0.0,1.43,2.86,0.0,0.0,42.9,2.86,10.0,0.0,5.0
1056,4,5,26,18,0,0.12,0.0,34.0,79.4,9.69,4.01,55.6,0.0,2.1,0.56,0.06,0.43,1.42,1.23,5.0,25.8,0.0,3.95,58.5,5.0
1057,5,5,33,21,3,0.74,0.2,37.0,74.9,13.9,4.56,49.7,0.0,1.72,0.54,0.0,0.54,2.4,1.72,3.48,31.4,0.1,5.64,63.4,5.0
1058,5,2,28,15,0,0.79,0.0,30.6,81.4,15.7,2.52,57.1,0.08,2.99,1.81,0.16,1.26,2.83,0.87,1.18,26.9,0.24,6.77,62.5,5.0
1059,5,4,29,15,2,1.17,0.14,32.2,86.9,15.3,2.67,80.0,0.25,3.58,2.83,0.42,0.75,1.83,1.0,1.08,29.3,0.17,4.92,47.1,5.0
1060,2,1,28,16,0,0.0,0.0,53.1,86.5,24.6,4.07,77.4,0.0,4.41,1.02,0.34,1.02,3.56,1.02,2.03,49.7,0.17,5.59,57.1,5.0
1061,3,5,30,11,1,0.43,0.5,44.9,86.8,23.8,2.55,70.6,0.0,1.91,0.85,0.0,0.85,2.77,1.7,0.21,33.2,0.0,6.6,16.7,5.0
1062,2,1,24,13,0,0.16,0.0,48.1,79.7,24.0,4.03,51.0,0.0,4.96,1.94,0.0,1.63,4.81,1.32,1.78,46.7,0.08,9.07,50.0,5.0
1063,2,5,25,18,0,0.35,0.0,33.6,82.5,11.5,3.06,50.5,0.0,1.45,0.29,0.0,0.69,2.37,1.73,5.95,25.3,0.06,3.41,61.5,5.0
1064,5,4,33,16,2,1.43,0.12,43.0,82.3,16.4,6.97,70.3,0.08,5.71,2.44,0.08,0.67,2.27,0.76,1.18,41.8,0.17,7.98,33.3,5.0
1065,5,2,31,15,2,1.73,0.12,22.9,72.7,12.3,1.53,46.9,0.2,1.94,3.27,0.51,0.92,1.63,1.22,1.22,25.6,0.82,3.57,43.2,5.0
1066,5,3,32,13,3,2.07,0.33,19.0,52.9,11.0,1.38,33.3,0.0,0.69,1.72,0.0,0.69,1.72,1.03,0.69,24.8,0.34,5.52,45.5,5.0
1067,5,5,37,14,0,0.98,0.0,51.0,74.0,23.0,5.9,43.9,0.16,5.74,4.43,0.33,0.66,3.28,1.8,1.48,41.3,0.66,5.74,43.8,5.0
1068,5,4,23,16,0,0.28,0.0,50.3,79.8,25.5,3.74,44.9,0.0,4.58,1.5,0.0,1.4,3.36,0.84,2.15,41.8,0.19,6.45,40.0,5.0
1069,4,4,30,9,0,0.2,0.0,44.7,82.0,19.4,4.51,63.9,0.0,2.55,2.16,0.0,1.76,2.75,0.78,1.18,38.4,0.59,7.25,66.7,5.0
1070,5,4,24,20,0,1.76,0.0,40.2,82.5,16.6,5.74,65.0,0.0,5.81,2.21,0.22,1.1,2.13,0.81,1.1,31.0,0.0,6.32,50.0,5.0
1071,5,4,23,17,1,1.26,0.07,37.2,77.6,16.2,5.86,56.0,0.09,3.6,2.61,0.09,1.44,3.6,1.53,1.17,28.3,0.27,4.86,36.8,5.0
1072,5,4,26,15,0,1.35,0.0,25.1,75.1,15.5,2.13,57.6,0.0,2.13,1.91,0.0,0.67,1.8,1.24,1.12,26.1,0.67,3.6,61.5,5.0
1073,5,5,36,20,0,0.77,0.0,43.7,81.8,15.5,4.77,67.3,0.13,5.68,3.23,0.19,1.42,3.55,1.23,0.84,30.7,0.0,5.35,26.1,5.0
1074,4,2,30,11,0,0.13,0.0,39.3,81.5,11.8,5.66,58.9,0.0,3.42,0.66,0.0,1.18,2.76,1.71,3.16,27.5,0.0,5.79,61.0,5.0
1075,5,3,22,10,0,0.59,0.0,22.1,74.3,14.7,1.18,57.1,0.0,0.0,0.59,0.0,0.88,2.06,1.18,0.88,17.9,1.47,2.06,71.4,5.0
1076,5,3,23,14,1,0.5,0.17,46.2,82.0,18.7,5.04,57.0,0.0,4.55,1.16,0.08,0.91,3.31,1.4,2.4,42.6,0.0,7.85,60.0,5.0
1077,5,4,20,14,0,3.43,0.0,24.9,71.9,15.7,1.71,60.0,0.0,2.29,4.86,0.0,0.86,1.71,1.71,0.57,33.1,2.57,6.0,55.6,5.0
1078,5,4,37,17,0,0.42,0.0,53.2,77.4,25.0,5.46,58.6,0.0,3.11,3.11,0.42,0.59,1.43,0.67,1.68,45.9,0.34,5.71,33.3,5.0
1079,4,1,25,21,0,0.39,0.0,42.3,82.4,13.3,5.17,59.3,0.1,2.02,0.39,0.15,0.74,3.3,1.63,4.63,43.1,0.1,5.27,75.8,5.0
1080,5,3,32,14,4,2.77,0.14,11.7,59.0,5.64,0.5,31.3,0.1,1.29,1.49,0.2,0.5,1.09,1.58,0.89,14.1,0.1,2.77,42.6,5.0
1081,2,2,24,20,0,0.32,0.0,40.2,79.9,17.0,4.31,45.3,0.0,3.4,0.8,0.0,1.06,2.29,1.33,2.45,36.0,0.0,6.76,51.7,5.0
1082,5,1,24,20,4,1.69,0.19,18.0,73.4,9.84,1.21,65.2,0.08,1.13,1.53,0.16,0.4,1.45,0.89,0.24,26.0,0.48,4.6,25.6,5.0
1083,5,4,25,10,0,3.08,0.0,37.7,75.4,17.7,2.31,50.0,0.0,5.38,3.08,1.54,1.54,4.62,1.54,2.31,47.7,1.54,8.46,55.6,5.0
1084,5,2,32,6,0,0.37,0.0,31.9,84.3,8.7,2.96,57.1,0.0,1.11,0.19,0.0,2.78,5.19,2.41,4.26,24.3,0.0,5.0,50.0,5.0
1085,5,5,24,13,1,1.08,0.14,25.5,77.6,11.1,1.08,43.8,0.0,2.92,3.23,0.0,1.38,3.23,2.0,1.38,24.2,0.31,7.85,25.0,5.0
1086,5,5,34,7,0,0.19,0.0,25.5,84.4,6.6,3.02,64.0,0.0,0.19,0.57,0.0,0.38,2.45,0.38,5.28,17.9,0.0,4.53,44.0,5.0
1087,4,4,28,12,0,0.31,0.0,39.4,77.0,16.8,3.71,46.8,0.0,1.96,2.16,0.0,1.24,2.99,1.24,1.86,27.0,0.1,4.54,43.6,5.0
1088,5,4,28,19,0,0.55,0.0,25.5,61.6,11.1,3.83,38.3,0.27,2.95,2.02,0.33,1.09,2.79,1.09,2.35,22.8,0.27,5.79,35.1,5.0
1089,3,1,27,19,1,1.32,0.11,17.8,74.2,11.0,0.59,66.7,0.15,1.18,1.76,0.15,0.44,0.74,0.29,0.44,22.5,0.74,1.91,48.9,5.0
1090,2,1,23,11,0,0.75,0.0,41.8,86.1,18.5,4.0,72.7,0.0,4.25,1.5,0.0,2.0,5.0,1.0,1.5,45.0,0.5,6.75,37.5,5.0
1091,3,3,30,20,8,2.59,0.16,12.8,56.9,6.79,0.52,43.5,0.05,1.09,3.32,0.41,0.36,0.67,0.62,0.21,21.3,1.24,2.23,46.2,5.0
1092,2,3,30,18,0,0.32,0.0,27.2,74.9,7.16,2.97,51.1,0.0,0.9,0.26,0.0,0.84,3.29,0.84,4.39,17.4,0.0,5.42,64.2,5.0
1093,5,4,21,16,3,1.11,0.17,26.4,76.8,16.6,1.3,63.6,0.09,1.76,3.43,0.37,0.56,2.31,0.93,0.46,27.3,0.37,4.44,33.3,5.0
1094,5,2,26,15,0,2.57,0.0,27.1,57.2,11.4,5.71,48.8,0.0,4.0,3.71,0.57,1.43,5.71,1.71,2.0,36.9,0.29,8.29,40.0,5.0
1095,5,3,26,11,0,0.6,0.0,31.8,60.4,12.7,4.05,33.0,0.12,2.5,3.45,0.24,0.83,3.57,2.02,2.5,24.4,0.0,6.55,25.0,5.0
1096,4,4,29,15,0,0.23,0.0,29.1,75.5,15.3,2.4,41.3,0.0,2.09,1.01,0.0,0.93,2.48,1.24,2.79,23.0,0.0,5.5,55.6,5.0
1097,5,4,28,19,5,2.57,0.09,31.0,73.8,16.0,3.05,41.1,0.24,2.28,3.41,0.48,1.2,1.98,1.08,0.84,34.3,0.18,5.69,25.0,5.0
1098,3,1,25,22,0,0.24,0.0,34.7,84.5,13.4,2.87,52.6,0.0,1.77,0.72,0.05,0.77,2.15,1.77,4.64,36.4,0.1,5.41,60.3,5.0
1099,3,3,19,12,1,0.61,0.5,23.9,74.5,12.4,1.82,54.5,0.3,2.12,4.24,0.61,1.82,3.33,0.61,0.91,25.5,0.61,6.97,40.0,5.0
1100,5,4,33,20,1,0.72,0.0,58.8,85.2,25.2,7.69,63.8,0.15,8.1,2.87,0.36,0.97,2.46,1.08,1.03,42.1,0.0,6.41,43.8,5.0
1101,5,2,22,20,2,0.74,0.14,38.0,75.7,20.1,2.82,49.1,0.0,2.98,1.97,0.21,1.12,3.24,1.44,2.93,33.1,0.27,7.29,63.2,5.0
1102,5,2,29,11,0,0.11,0.0,56.0,87.8,18.9,11.0,72.6,0.0,1.46,0.34,0.0,0.79,1.8,1.57,2.92,37.5,0.0,6.74,20.0,5.0
1103,5,5,28,7,0,0.63,0.0,33.8,80.6,15.6,2.5,53.3,0.0,2.5,0.63,0.0,0.94,2.81,1.25,1.88,22.5,0.0,5.94,40.0,5.0
1104,4,3,26,16,0,0.17,0.0,23.0,67.3,11.0,1.74,48.8,0.0,1.22,1.39,0.09,1.04,3.57,1.65,2.35,17.7,0.43,5.65,27.3,5.0
1105,5,4,31,11,0,1.51,0.0,27.9,70.1,15.1,2.19,39.0,0.14,2.74,1.64,0.14,1.1,3.29,0.96,2.05,26.8,0.41,5.89,42.1,5.0
1106,4,3,22,12,0,0.0,0.0,11.8,63.5,7.5,1.07,60.0,0.0,1.43,2.86,0.36,1.07,1.79,0.71,1.07,22.5,0.71,4.29,20.0,5.0
1107,5,4,25,19,0,1.68,0.0,38.2,76.1,18.1,5.17,61.6,0.07,4.16,2.62,0.13,1.01,3.02,0.94,0.94,36.6,0.4,6.91,54.1,5.0
1108,5,4,34,14,3,2.43,0.18,24.1,71.6,13.7,2.43,35.4,0.0,1.86,2.14,0.0,0.29,0.57,0.29,0.43,21.6,0.43,3.0,20.0,5.0
1109,5,2,22,19,1,0.69,0.08,51.1,85.1,18.6,7.14,64.1,0.0,4.06,1.2,0.06,1.14,3.2,1.37,3.94,40.6,0.0,4.63,67.9,5.0
1110,5,1,26,21,2,1.63,0.14,20.9,75.3,10.3,1.86,66.7,0.12,1.86,1.74,0.12,0.23,1.63,0.81,0.81,32.4,0.35,4.77,50.0,5.0
1111,5,3,26,14,0,1.67,0.0,16.3,63.2,8.89,1.39,66.7,0.0,0.83,2.78,0.0,0.14,0.28,0.42,0.56,17.4,0.14,1.81,50.9,5.0
1112,5,2,22,7,0,1.9,0.0,6.19,52.0,3.81,0.48,25.0,0.0,0.48,0.48,0.0,0.0,0.48,0.95,0.95,17.1,0.48,1.9,18.8,5.0
1113,5,3,25,19,1,0.55,0.11,42.1,78.4,13.2,5.95,57.1,0.06,3.07,0.74,0.12,1.23,3.5,1.04,4.11,34.0,0.0,6.07,69.5,5.0
1114,5,1,24,14,0,0.41,0.0,39.3,78.8,19.3,1.92,46.7,0.14,3.56,2.05,0.14,2.47,4.66,2.19,3.01,39.6,0.14,5.62,53.3,5.0
